v2|bvgca_highrisk_test.bin|QmePZo189SHxBsQU2Q4HQMNUCxp5sJCGWS6Y4K8kDaDcDg|5|0.9|SElHSC1SSVNLIGJlbmNobWFyayB0ZXN0IGZpbGU|APPROVED|admin|2026-04-17T15:20:22.224318013|0|W10|10485760
v2|BV_GCA_DIAGRAM_EXTENDED2.svg|Qmd35fyaPpv4oFpMfAQC7tg8oPPam9HPtfV7JbCigqvXR9|3|0.5|VXBsb2FkZWQgZmlsZQ|REJECTED|admin|2026-04-17T15:20:22.224420885|0|W10|36609
v2|flexiguard.pdf|QmdQxoJiUSdh1AxmhF9inAsKxEowJC16vFKUuqa1cUCadz|2|0.3|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224405751|27|W3sidHlwZSI6Im1pbl90cnVzdCIsInZhbHVlIjowLjR9XQ|838057
v2|meeting2.txt|QmdtsxKsP622CnrFP8xgQ2qdKbjRegirmySYYrMbYDM3vy|4|0.7|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224375638|162|W3sidHlwZSI6InJlcXVpcmVfb3JnIiwidmFsdWUiOiJud3B1In1d|2642
v2|Report.txt|QmPuS3KxHBgdU97moSzmswYBu3YWWepQXaHDpJqkoEK7d7|3|0.5|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224436587|967|W10|588187
v2|bvgca_hr_test.bin|QmZXGndpLWtzEo9mjnGvUXum32GrVQrzVkT9S9AovsmoZg|4|0.7|SElHSC1SSVNLIGJlbmNobWFyayB0ZXN0IHNMZXZlbDQ|APPROVED|admin|2026-04-17T15:20:22.224450551|1181|W10|10485760
v2|BV_GCA_DIAGRAM_EXTENDED2_-_Copy.svg|QmP2mcQJwUa5BTt4iePqvRis9sUJEHr3vpQasTRf1zPkzP|3|0.5|RGlhZ3JhbSBvZiBhIHByb3Bvc2VkIGZyYW1ld29yaw|APPROVED|admin|2026-04-17T15:20:22.224465005|2|W3sidHlwZSI6InJlcXVpcmVfb3JnIiwidmFsdWUiOiJOV1BVIn0seyJ0eXBlIjoibWF4X2RhaWx5X2FjY2VzcyIsInZhbHVlIjoxMH0seyJ0eXBlIjoibWluX3RydXN0IiwidmFsdWUiOjAuNX1d|36967
v2|software_copyright_source_code.pdf|Qme4kt6qUsBScuqGYhL3w2newe5drSYx8tPMhN89v761JW|3|0.5|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224479988|2|W3sidHlwZSI6Im1pbl90cnVzdCIsInZhbHVlIjowLjUyfV0|1974309
v2|INTRODUCTION.txt|QmWEZNWhQhCTMsrmDhZ86qbK8tnHdfGp4MtUkgQJnhWFeE|1|0.1|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224495128|7|W3sidHlwZSI6Im1heF9kYWlseV9hY2Nlc3MiLCJ2YWx1ZSI6MX0seyJ0eXBlIjoibWluX3RydXN0IiwidmFsdWUiOjAuMX1d|1854
v2|Midterm_Report_2023380149.docx|QmZeHtssSsGDhx7uCfMhEQgweqpdYKmFrkPiYFPvgzrviF|3|0.5|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224509427|3|W10|39855
v2|BV-GCA_IEEE_Paper.docx|QmXEuUuDDcuj8qTT3rThJWt2mfu7DXzbwzVtTdQjgqAGvF|4|0.7|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224522519|1|W3sidHlwZSI6Im1pbl90cnVzdCIsInZhbHVlIjowLjh9XQ|770129
v2|commands.txt|QmWYm6hhmHB2USe1Q4DYn8PNpx5gMMd3hop1R86D2Q6Tso|2|0.3|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224538795|11|W3sidHlwZSI6InJlcXVpcmVfb3JnIiwidmFsdWUiOiJOV1BVIn0seyJ0eXBlIjoibWF4X2RhaWx5X2FjY2VzcyIsInZhbHVlIjozfSx7InR5cGUiOiJtaW5fdHJ1c3QiLCJ2YWx1ZSI6MC41fV0|4508
v2|caac_security_architecture_v3.svg|QmdrprDgMWfptg9mKR13ruBumZJtXdhfYW1ZF12E12iGBR|4|0.7|VXBsb2FkZWQgZmlsZQ|APPROVED|admin|2026-04-17T15:20:22.224556384|11|W3sidHlwZSI6InJlcXVpcmVfb3JnIiwidmFsdWUiOiJOV1BVIn0seyJ0eXBlIjoibWF4X2RhaWx5X2FjY2VzcyIsInZhbHVlIjo1fSx7InR5cGUiOiJtaW5fdHJ1c3QiLCJ2YWx1ZSI6MC42fV0|15465
v2|test_low.txt|QmTuKf4TtuLGZxo1Hd5BhAZ17FKKSvbbSL6YtjHGgytiwD|1|0.1|VXBsb2FkZWQgYnkgYWRtaW4|APPROVED|admin|2026-04-17T15:20:22.224570908|41|W10|55
